diagnostic,specialty
"Dorsalgia, (otras dorsopatias)",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
HALLUX VALGO BILATERAL,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Artrosis secundaria multiple,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Trastorno de la rotula, no especificado",TRAUMATOLOGIA
"Otros traumatismos de la pierna, especificados",TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Traumatismo del tendon y musculo cuadriceps,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Esguinces y torceduras que comprometen el ligamento cruzado (anterior) (posterior) de la rodilla,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Displasia cervical moderada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
Traumatismo del tendon de Aquiles,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
"Lordosis, no especificada",TRAUMATOLOGIA
Tendinitis del biceps,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Control general de salud de rutina de subpoblaciones definidas,TRAUMATOLOGIA
Otros sintomas y signos generales,TRAUMATOLOGIA
Espolon calcaneo,TRAUMATOLOGIA
Luxacion de la articulacion del tobillo,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Espículas Óseas,TRAUMATOLOGIA
Otros traumatismos especificados de la cadera y del muslo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras lesiones del hombro,TRAUMATOLOGIA
Inestabilidad crónica de la rodilla,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Deformaciones congenitas de los pies,TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Dolor pélvico y perineal,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Compresiones de las raices y plexos nerviosos en trastornos de los discos intervertebrales (M50-M51+),TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Acortamiento del tendon de Aquiles (adquirido),TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
COXALGIA,TRAUMATOLOGIA
"Luxacion congenita de la cadera, no especificada",TRAUMATOLOGIA
Tendinitis del biceps,TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Cadera inestable,TRAUMATOLOGIA
"Gonartrosis primaria, bilateral",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
MALLET FINGER,TRAUMATOLOGIA
Fractura de la epifisis superior del cubito,TRAUMATOLOGIA
DOLOR PLANTAR ASOCIADO A ESPOLON,TRAUMATOLOGIA
"Luxacion congenita de la cadera, bilateral",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Otros examenes especiales e investigaciones en personas sin quejas o sin diagnosticos informados,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Fractura del hombro y del brazo, parte no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Anomalías de la posición del diente,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
"Trastornos de discos intervertebrales lumbares y otros, con mielopatia (g99.2())",TRAUMATOLOGIA
"Fractura del antebrazo, parte no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pseudocoxalgia,TRAUMATOLOGIA
TRAUMA PIE Y COLUMNA,TRAUMATOLOGIA
Fractura del hueso escafoides navicular de la mano,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
"Deformidad en varo, no clasificada en otra parte",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Espolón calcáneo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Artrosis, no especificada",TRAUMATOLOGIA
Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla,TRAUMATOLOGIA
ESGUINCE DEL TOBILLO,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Sindrome del manguito rotatorio,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla,TRAUMATOLOGIA
Dedo en gatillo,TRAUMATOLOGIA
Contusion del tobillo,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Luxacion congenita de la cadera, no especificada",TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de la diáfisis del húmero,TRAUMATOLOGIA
Falta de consolidacion de fractura seudoartrosis,TRAUMATOLOGIA
Osteocondrosis juvenil de la tibia y del peroné,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
Fractura de otro(s) hueso(s) del carpo,TRAUMATOLOGIA
"Contusion de dedo(s) de la mano, sin daño de la(s) uña(s)",TRAUMATOLOGIA
Inestabilidad cronica de la rodilla,TRAUMATOLOGIA
"Fascitis, no clasificada en otra parte",TRAUMATOLOGIA
Fractura de otras partes del antebrazo,TRAUMATOLOGIA
COXARTROSIS BILATERAL,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Otras cifosis y las no especificadas,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Fractura de otro(s) hueso(s) del carpo,TRAUMATOLOGIA
"Otros trastornos de los discos intervertebrales, (otras dorsopatias)",TRAUMATOLOGIA
Cervicalgia,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Dolor, no especificado",TRAUMATOLOGIA
"Fractura de la pierna, inclusive el tobillo",TRAUMATOLOGIA
Escoliosis idiopatica juvenil,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Entesopatia, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
FRACTURA HOMBRO,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Pseudocoxalgia,TRAUMATOLOGIA
Otros trastornos sinoviales y tendinosos en enfermedades clasificadas en otra parte,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Hallux valgus (adquirido),TRAUMATOLOGIA
Anomalías evidentes del tamaño de los maxilares,TRAUMATOLOGIA
Deformidad adquirida de la pelvis,TRAUMATOLOGIA
"Trastornos de la raiz lumbosacra, no clasificados en otra parte",TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Anomalías evidentes del tamaño de los maxilares,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Fracturas multiples de los dedos de la mano,TRAUMATOLOGIA
"Gonartrosis (artrosis de la rodilla) , (artrosis)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otros trastornos internos de la rodilla,TRAUMATOLOGIA
Contusion de dedo(s) del pie sin daño de la(s) uña(s),TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Bursitis del hombro,TRAUMATOLOGIA
"Trastorno sinovial y tendinoso, no especificado",TRAUMATOLOGIA
Protrusion de acetabulo,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Asma,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Fractura de la diafisis del humero,TRAUMATOLOGIA
Contusion de otras partes de la muñeca y de la mano,TRAUMATOLOGIA
Dolor en miembro,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Coxartrosis (artrosis de la cadera) , (artrosis)",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de la clavicula,TRAUMATOLOGIA
PIE PLANO BILATERAL LEVE,TRAUMATOLOGIA
"Luxacion congenita de la cadera, bilateral",TRAUMATOLOGIA
Fractura de otro dedo de la mano,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
"Trastorno de la rotula, no especificado",TRAUMATOLOGIA
Síndrome de abducción dolorosa del hombro,TRAUMATOLOGIA
"Otras artrosis ,(artrosis)",TRAUMATOLOGIA
Tendinitis del biceps,TRAUMATOLOGIA
HOMBRO DOLOROSO,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Tendinitis calcificada,TRAUMATOLOGIA
"Traumatismo de tendon y musculo no especificado, a nivel de la muñeca y de la mano",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Coxartrosis a consecuencia de displasia, bilateral",TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura de otras partes y de las no especificadas de la muñeca y de la mano,TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
"Luxacion congenita de la cadera, bilateral",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Artrosis primaria de otras articulaciones,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
Anomalías de la posición del diente,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Espolon calcaneo,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
"dorsopatía deformante, no especificada",TRAUMATOLOGIA
"Otras osteocondropatias, (condropatias)",TRAUMATOLOGIA
HALLUX VALGUS,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Miositis,(trastornos de los músculos)",TRAUMATOLOGIA
QUISTE PILONIDAL,TRAUMATOLOGIA
Otras deformidades congenitas de los pies,TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Otros quistes oseos,TRAUMATOLOGIA
Otras bursitis de la rodilla,TRAUMATOLOGIA
Tendinitis del biceps,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
"Traumatismo de tendon y musculo no especificado, a nivel de la muñeca y de la mano",TRAUMATOLOGIA
"Sinovitis y tenosinovitis, no especificada",TRAUMATOLOGIA
Fractura de region no especificada del cuerpo,TRAUMATOLOGIA
"Osteonecrosis, no especificada",TRAUMATOLOGIA
Mialgia,TRAUMATOLOGIA
"Deformidad en valgo, no clasificada en otra parte",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Cervicalgia,TRAUMATOLOGIA
Examen medico general,TRAUMATOLOGIA
Observacion y evaluacion medica por sospecha de enfermedades y afecciones,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Trastornos de disco lumbar y otros, con radiculopatia",TRAUMATOLOGIA
"Otros trastornos de los discos intervertebrales, (otras dorsopatias)",TRAUMATOLOGIA
Otros trastornos de los meniscos,TRAUMATOLOGIA
Otras anormalidades de la marcha y de la movilidad y las no especificadas,TRAUMATOLOGIA
Cuerpo flotante en la rodilla,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Lumbago con ciatica,TRAUMATOLOGIA
"Desgarro de meniscos, presente",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Traumatismos multiples de la muñeca y de la mano,TRAUMATOLOGIA
Fractura del cuello de fémur,TRAUMATOLOGIA
Sindrome del manguito rotatorio,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Fibromialgia,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Cervicalgia,TRAUMATOLOGIA
Dientes incluidos,TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
Contusión,TRAUMATOLOGIA
"Fascitis, no clasificada en otra parte",TRAUMATOLOGIA
Herida de otras partes del antebrazo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fibromatosis de la aponeurosis palmar Dupuytren,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Deformaciones congenitas de la cadera,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
LUMBAGO MECANICO,TRAUMATOLOGIA
"Lesion del hombro, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otras deformidades congénitas de la cadera (Displasia de caderas Anteversión del Cuello Femoral Coxa Congénita: Vara o Valga),TRAUMATOLOGIA
HALLUX VALGUS,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
"Contusión de dedo(s) de la mano, sin daño de la(s) uña(s)",TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
Otras diabetes mellitus especificadas,TRAUMATOLOGIA
Sindrome de abduccion dolorosa del hombro,TRAUMATOLOGIA
Traumatismo superficial del hombro y del brazo,TRAUMATOLOGIA
Fractura de la epifisis inferior del cubito y del radio,TRAUMATOLOGIA
"Luxacion congenita de la cadera, unilateral",TRAUMATOLOGIA
Dolor en articulacion,TRAUMATOLOGIA
Esguinces y torceduras que comprometen los ligamentos laterales (externo) (interno) de la rodilla,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Contusion del hombro y del brazo,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
Secuelas de traumatismo de tendon y musculo de miembro superior,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Bursitis del hombro,TRAUMATOLOGIA
Otra atencion medica,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Fractura de la clavicula,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Coxartrosis, no especificada",TRAUMATOLOGIA
Observacion por sospecha de otras enfermedades y afecciones,TRAUMATOLOGIA
"Trastornos de disco lumbar y otros, con radiculopatia",TRAUMATOLOGIA
Síndrome de abducción dolorosa del hombro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Fractura del maleolo externo,TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Luxacion de la articulacion del hombro,TRAUMATOLOGIA
Otras deformidades congénitas de la cadera (Displasia de caderas Anteversión del Cuello Femoral Coxa Congénita: Vara o Valga),TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Esguinces y torceduras de la articulacion del hombro,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Resto Radicular,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
"Artritis reumatoide, no especificada",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Diabetes mellitus insulinorequiriente,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
LESION ARTICULAR EN DEDO DE LA MANO,TRAUMATOLOGIA
Esguinces y torceduras del tobillo,TRAUMATOLOGIA
Encondromatosis,TRAUMATOLOGIA
"Luxacion congenita de la cadera, unilateral",TRAUMATOLOGIA
Lumbago no especificado,TRAUMATOLOGIA
"Poliartrosis, (artrosis)",TRAUMATOLOGIA
Pie plano congenito,TRAUMATOLOGIA
Control general de salud de rutina de subpoblaciones definidas,TRAUMATOLOGIA
Sindrome del manguito rotatorio,TRAUMATOLOGIA
"Sacroiliitis, no clasificada en otra parte",TRAUMATOLOGIA
"Sindrome del comportamiento asociados con alteraciones fisiologicas y factores fisicos, no especificados",TRAUMATOLOGIA
COXALGIA AGUDA,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otras atenciones medicas especificadas,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
Pie plano pes planus (adquirido),TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
RUPTURA DEL TENDON DE AQUILES,TRAUMATOLOGIA
Espículas Óseas,TRAUMATOLOGIA
Otras deformidades congenitas de la cadera (Displasia de caderas Anteversion del Cuello Femoral Coxa Congenita: Vara o Valga),TRAUMATOLOGIA
"Otras artrosis ,(artrosis)",TRAUMATOLOGIA
"Trastorno interno de la rodilla, no especificado",TRAUMATOLOGIA
Sindrome del tunel carpiano,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Tendinitis aquiliana,TRAUMATOLOGIA
Dedo en gatillo,TRAUMATOLOGIA
Otra atencion medica,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
Otros quistes de la bolsa serosa,TRAUMATOLOGIA
Epicondilitis lateral,TRAUMATOLOGIA
Dientes incluidos e impactados,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
"Examen para fines administrativos, no especificado",TRAUMATOLOGIA
Otras artrosis especificadas,TRAUMATOLOGIA
"Escoliosis, no especificada",TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
PIE CAVO VARO,TRAUMATOLOGIA
"Consulta, no especificada",TRAUMATOLOGIA
Consulta no Especificada,TRAUMATOLOGIA
Observacion por sospecha de enfermedad o afeccion no especificada,TRAUMATOLOGIA
CONSULTA NO ESPECIFICADA,TRAUMATOLOGIA
